﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:13PUJCvdTSCT1dn70tlGdm","Welcome Home, Son","Radical Face","Ghost","1","2","285320","spotify:user:1156541371","2016-01-08T11:18:36Z"
"spotify:track:7HCikOKgBCzEezjPgLSeOf","No Money","Kings of Leon","Come Around Sundown (Deluxe Version)","1","9","185880","spotify:user:1156541371","2016-01-09T11:30:17Z"
"spotify:track:2g2a5kDeZexbUTD8abcvm6","Lifestyles of the Rich & Famous","Good Charlotte","The Young and The Hopeless","1","3","190173","spotify:user:1156541371","2016-01-17T00:53:38Z"
"spotify:track:2wcDfk3TfQg3Jv8gEoTim7","I Just Wanna Live","Good Charlotte","Greatest Hits","1","10","165946","spotify:user:1156541371","2016-01-17T00:53:49Z"
"spotify:track:3ly0wJa1lUtpIWHZxymVyX","Pieces","Sum 41","Chuck (Int'l)","1","11","181653","spotify:user:1156541371","2016-01-17T13:22:11Z"
"spotify:track:2QjboA4KwASOeq7TttyFJH","Walk on Water","Causes","Walk on Water","1","1","214500","spotify:user:1156541371","2016-01-18T22:44:26Z"
"spotify:track:0J4sUp6LnYFjQPzVl1dAma","Living Fiction","WHITE","Living Fiction","1","1","198306","spotify:user:1156541371","2016-01-18T22:37:18Z"
"spotify:track:0I2Rf23IjDIKHsfJnYz6wu","Paralyzed","Klyne","Paralyzed","1","1","186429","spotify:user:1156541371","2016-01-18T22:46:49Z"
"spotify:track:2T3blUc9Jnui2a0ZhuNOag","Smooth Criminal","Alien Ant Farm","Anthology","1","12","209266","spotify:user:1156541371","2016-01-19T14:56:36Z"
"spotify:track:7bdUH0npz854dv3plG8ieT","Saint Cecilia","Foo Fighters","Saint Cecilia EP","1","1","221666","spotify:user:1156541371","2016-01-20T11:23:17Z"
"spotify:track:4E1eWpoJiallL38C2UJtGG","Gypsy Caravan","Wolfmother","Gypsy Caravan","1","1","214480","spotify:user:1152025879","2016-01-20T19:02:09Z"
"spotify:track:5eDcA3JwrFj0c28Q9SyKcb","Peptalk","De Staat","Peptalk","1","1","237293","spotify:user:1152025879","2016-01-21T08:10:32Z"
"spotify:track:5bHwCxqs3jhxjDeztcHFpd","All Around Me","Flyleaf","Flyleaf (International Version)","1","7","198466","spotify:user:1152025879","2016-01-21T08:12:59Z"
"spotify:track:5JkTN6THtYH6bpOoHjOysc","Foundations - Full Version","Kate Nash","Made of Bricks (International Version)","1","2","245173","spotify:user:1152025879","2016-01-21T08:21:18Z"
"spotify:track:4cz5kbqYnqjo9MntyG4gkq","In This City","Iglu & Hartly","And Then Boom","1","6","246040","spotify:user:1152025879","2016-01-21T08:24:17Z"
"spotify:track:3MfhYEMkYLMghL8yIDvsc2","Violent And Young","Iglu & Hartly","And Then Boom","1","2","265026","spotify:user:1152025879","2016-01-21T08:25:04Z"
"spotify:track:7GkFDcHCGbLHOUE1O7804H","Starz In Their Eyes","Just Jack","Overtones (Slidepac)","1","4","295933","spotify:user:1152025879","2016-01-21T08:26:20Z"
"spotify:track:6axgZjrzBvjHD3eQ9JJejY","Really Wanna Tell You","Indian Askin","Really Wanna Tell You","1","1","172523","spotify:user:1156541371","2016-01-25T22:35:16Z"
"spotify:track:1xrYp1cdZYy8oBC41KTTTV","Electric Indigo","The Paper Kites","Electric Indigo","1","1","223520","spotify:user:1156541371","2016-01-25T22:38:35Z"
"spotify:track:6f49kbOuQSOsStBpyGvQfA","A Head Full Of Dreams","Coldplay","A Head Full Of Dreams","1","1","223773","spotify:user:1156541371","2016-01-25T22:42:17Z"
"spotify:track:3HWDWyIqWuLsTHECx9DvXF","Birds","Coldplay","A Head Full Of Dreams","1","2","229093","spotify:user:1156541371","2016-01-25T22:42:20Z"
"spotify:track:3RiPr603aXAoi4GHyXx0uy","Hymn For The Weekend","Coldplay","A Head Full Of Dreams","1","3","258826","spotify:user:1156541371","2016-01-25T22:52:24Z"
"spotify:track:5qfZRNjt2TkHEL12r3sDEU","Everglow","Coldplay","A Head Full Of Dreams","1","4","282693","spotify:user:1156541371","2016-01-25T22:57:04Z"
"spotify:track:7fJFDK6XjYsXcMKNHESbot","Fun (feat. Tove Lo)","Coldplay, Tove Lo","A Head Full Of Dreams","1","6","267533","spotify:user:1156541371","2016-01-25T23:08:34Z"
"spotify:track:53L6A3I9vf7rgEZnMzx54E","Mountain At My Gates","Foals","What Went Down","1","2","244293","spotify:user:1156541371","2016-01-25T23:59:57Z"
"spotify:track:7fDHYNpNfSJ7h0jDX440Y5","Heading Up High","Armin van Buuren, Kensington","Embrace","1","6","232853","spotify:user:1156541371","2016-01-26T00:00:22Z"
"spotify:track:76NMpIdmuKNiRUkX9LNwmg","Wasting Time","Will And The People","Wasting Time","1","1","210038","spotify:user:1156541371","2016-01-26T00:00:47Z"
"spotify:track:70eDxAyAraNTiD6lx2ZEnH","Ex's & Oh's","Elle King","Love Stuff","1","2","202173","spotify:user:1156541371","2016-01-26T00:01:01Z"
"spotify:track:1SP9lWrpgcMbTJqEcYMao5","My Heroics, Part One - Radio Edit","Absynthe Minded","My Heroics, Part One (Edited Version)","1","1","228573","spotify:user:1152025879","2016-01-27T07:17:16Z"
"spotify:track:7uNXhqgUeqo49GCZv13plx","My Mistakes Were Made For You","The Last Shadow Puppets, Alex Turner, Miles Kane","The Age Of The Understatement","1","7","186546","spotify:user:1152025879","2016-01-27T07:18:52Z"
"spotify:track:4b8GTae6rqb9oPiRzVa3Gy","Loser","Beck","Mellow Gold","1","1","234960","spotify:user:1152025879","2016-01-27T07:20:35Z"
"spotify:track:5aUwnYLjQD7OfLMJDWSnsT","Same Jeans","The View","Hats Off To The Buskers","1","3","213080","spotify:user:1152025879","2016-01-27T07:37:45Z"
"spotify:track:6mcxQ1Y3uQRU0IHsvdNLH1","Where Is My Mind?","Pixies","Surfer Rosa (Remastered)","1","7","236973","spotify:user:1152025879","2016-01-27T07:42:04Z"
"spotify:track:5nc24n9LvmcY0uQVWShPdo","Toy Boy","Stuck in the Sound","Nevermind the Living Dead","1","2","265000","spotify:user:1152025879","2016-01-27T08:01:32Z"
"spotify:track:1mRt2KsXKwuX8x4wOMS9Rl","What Doesn't Kill You","Jake Bugg","Shangri La","1","3","128346","spotify:user:1152025879","2016-02-01T08:23:31Z"
"spotify:track:0fPJXQm1HSCJYai87MPiIz","Easy Money","Johnny Marr","Playland","1","2","243188","spotify:user:1152025879","2016-02-01T08:23:47Z"
"spotify:track:6Iz0GanKO6r5JSL7FX7ChL","Dancing Shoes","Arctic Monkeys","Whatever People Say I Am, That's What I'm Not","1","4","141133","spotify:user:1152025879","2016-02-01T09:19:41Z"
"spotify:track:6lWuJS86p0q5JAKekgETcN","Sky and Sand","Paul Kalkbrenner","Berlin Calling (The Soundtrack by Paul Kalkbrenner)","1","3","230500","spotify:user:1156541371","2016-02-02T14:23:12Z"
"spotify:track:1RTVBt6wWtWs2qiRVnlzLM","Sonnentanz","Klangkarussell","Netzwerk","1","5","360146","spotify:user:1156541371","2016-02-05T10:41:53Z"
"spotify:track:0NuHtoBWKZplDTfzRXZUsk","Pretty Peggy","Wolfmother","Pretty Peggy","1","1","229000","spotify:user:1152025879","2016-02-09T14:33:07Z"
"spotify:track:3n9Roz49akxftZl1kJv2tK","To The Top","Twin Shadow","Eclipse","1","3","196933","spotify:user:1156541371","2016-02-09T23:45:13Z"
"spotify:track:6pc6BNY6rFvdmf9O3PQizQ","Burning","The War On Drugs","Lost In The Dream","1","8","348226","spotify:user:1156541371","2016-02-09T23:45:54Z"
"spotify:track:471RMuDrTQqwjdaZ3zLp9L","Great Summer","Vance Joy","Great Summer","1","1","222600","spotify:user:1156541371","2016-02-09T23:46:09Z"
"spotify:track:5MzphLubufqPp6GYQAjhQD","The Second You Sleep","Saybia","The Second You Sleep","1","3","257200","spotify:user:1156541371","2016-02-09T23:46:37Z"
"spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn","Stressed Out","Twenty One Pilots","Blurryface","1","2","202333","spotify:user:1156541371","2016-02-09T23:46:49Z"
"spotify:track:2VrJMuLt2m9HbifGrKWHqk","New Born","Muse","Origin Of Symmetry","1","1","363266","spotify:user:1156541371","2016-02-09T23:47:00Z"
"spotify:track:3KS09EvUKTtPgTHbBBsLCw","Follow the Sun","Xavier Rudd","Spirit Bird","1","6","255493","spotify:user:1156541371","2016-02-09T23:47:13Z"
"spotify:track:1kVv2wZACwHlAQ2iYwW6zW","Closed Hand, Full Of Friends","Foy Vance","Joy Of Nothing","1","1","245518","spotify:user:1156541371","2016-02-09T23:47:40Z"
"spotify:track:6FbY2AuMFUIE5A8rCxM4Lq","Linde Met Een E","Lucky Fonz III","In Je Nakie","1","6","203961","spotify:user:1156541371","2016-02-10T17:46:12Z"
"spotify:track:71jGGLe5VtEHjIk5dU2W3S","Red Eyes","The War On Drugs","Lost In The Dream","1","2","298920","spotify:user:rhahyrion","2016-02-10T20:23:32Z"
"spotify:track:1brwdYwjltrJo7WHpIvbYt","Faded","Alan Walker","Faded","1","1","212626","spotify:user:1156541371","2016-02-11T10:37:19Z"
"spotify:track:7ckO5VCuSYBQGceDzJMd6S","How You Like Me Now","The Heavy","The House That Dirt Built","1","3","217493","spotify:user:rhahyrion","2016-02-13T17:38:06Z"
"spotify:track:67Hna13dNDkZvBpTXRIaOJ","Teardrop","Massive Attack","Mezzanine","1","3","330773","spotify:user:1156541371","2016-02-13T18:01:43Z"
"spotify:track:3O2pB9JHreUZ9F83qSNmu8","If I Get High","Nothing But Thieves","Nothing But Thieves (Deluxe)","1","5","206560","spotify:user:1156541371","2016-02-15T22:00:47Z"
"spotify:track:2hUFjIbpKaRqs97OjUAmXb","Johnny Boy","Twenty One Pilots","Twenty One Pilots","1","7","279053","spotify:user:1156541371","2016-02-15T23:07:07Z"
"spotify:track:1TNdrtqlCo1ymda2XkNKSE","Victorious","Wolfmother","Victorious","1","1","264986","spotify:user:1152025879","2016-02-17T07:09:34Z"
"spotify:track:0umDVf77ygI5RiVp9OvNDj","Pyro","Kings of Leon","Come Around Sundown (Deluxe Version)","1","3","250533","spotify:user:1156541371","2016-02-21T01:47:54Z"
"spotify:track:2hbvCWC0yPgLTtPqgV50XN","In The End","Snow Patrol","Fallen Empires","1","10","239610","spotify:user:1156541371","2016-02-23T08:21:49Z"
"spotify:track:3vOT1IBNEAoShlzk4aSKDi","Called Out In The Dark","Snow Patrol","Fallen Empires","1","2","240865","spotify:user:1156541371","2016-02-23T08:22:05Z"
"spotify:track:7EmdcS02B8XSgIBG5Arcyp","New York","Snow Patrol","Fallen Empires","1","9","240510","spotify:user:1156541371","2016-02-23T08:22:20Z"
"spotify:track:5RM1b5ARD9VSYE0qnuEHmv","The Lightning Strike","Snow Patrol","A Hundred Million Suns","1","11","978466","spotify:user:1156541371","2016-02-23T22:31:06Z"
"spotify:track:6ibUMABVFes5UDfhdtB5s9","The Day After Tomorrow","Saybia","Saybia","1","2","234306","spotify:user:1156541371","2016-02-25T18:03:35Z"
"spotify:track:1nHJoEJO5q4lgPFzPMnnph","Bit By Bit","Mother Mother","The Sticks","1","8","198333","spotify:user:1156541371","2016-02-26T00:15:04Z"
"spotify:track:5lr3XZzwDWafUbMNsShnyB","Where the Kids Are","Blondfire","Young Heart","1","2","202200","spotify:user:1156541371","2016-02-26T00:24:09Z"
"spotify:track:0FeCO85RKW8fDRytwXof2x","Go Your Own Way","Fleetwood Mac","Rumours","1","5","218400","spotify:user:1152025879","2016-02-29T07:34:36Z"
"spotify:track:5yIubFj1AWHrv8eik9tAzo","The Mushroom Cloud","The Kyteman Orchestra","The Kyteman Orchestra","1","9","194552","spotify:user:1152025879","2016-02-29T08:13:36Z"
"spotify:track:3ODl8J0TZAykdMCtCIO28n","Another Way to Die","Jack White, Alicia Keys","As I Am - The Super Edition","1","15","262240","spotify:user:1152025879","2016-02-29T08:42:22Z"
"spotify:track:3jFfe4W9gyX1QQbHYPXNiS","The Greatest Bastard","Damien Rice","My Favourite Faded Fantasy","1","3","304809","spotify:user:1156541371","2016-03-01T17:09:57Z"
"spotify:track:0Pu8358WBHkCMiocX6ExCe","Dogs","Damien Rice","9","1","5","250933","spotify:user:1156541371","2016-03-05T02:04:52Z"
"spotify:track:4o6BgsqLIBViaGVbx5rbRk","You Make My Dreams - Remastered","Daryl Hall & John Oates","Voices","1","8","190733","spotify:user:1156541371","2016-03-05T11:35:33Z"
"spotify:track:2O0dF8LmfKiR9vGv4H3q5W","Screaming Bloody Murder","Sum 41","Screaming Bloody Murder","1","2","204626","spotify:user:1156541371","2016-03-05T16:13:31Z"
"spotify:track:22KYbWSoyT4m4z2hk7wnlg","No Reason","Sum 41","Chuck (Int'l)","1","2","184746","spotify:user:1156541371","2016-03-05T16:23:25Z"
"spotify:track:56BNLFLPUL9NtIoxuC6dCQ","Master Exploder","Tenacious D","The Pick Of Destiny","1","7","144520","spotify:user:rhahyrion","2016-03-06T13:09:33Z"
"spotify:track:478d70Vg2ljAG28eeDp2w5","Rize of the Fenix","Tenacious D","Rize Of The Fenix","1","1","353600","spotify:user:rhahyrion","2016-03-06T13:10:00Z"
"spotify:track:6HlvclxPUkFrnNbalzJZ4e","Deth Starr","Tenacious D","Rize Of The Fenix","1","5","284933","spotify:user:rhahyrion","2016-03-06T13:10:00Z"
"spotify:track:6PvjNYQ0cWU5zOyb3HUm7U","Roadie","Tenacious D","Rize Of The Fenix","1","6","178546","spotify:user:rhahyrion","2016-03-06T13:10:00Z"
"spotify:track:6f21NaHQsFxAUdlGn3Wvuf","To Lose My Life","White Lies","To Lose My Life ...","1","2","191040","spotify:user:rhahyrion","2016-03-06T13:11:00Z"
"spotify:track:32dk3UXnGv7lpN7FE3K2ws","Farewell To The Fairground","White Lies","To Lose My Life ...","1","8","256573","spotify:user:rhahyrion","2016-03-06T13:11:00Z"
"spotify:track:1yG1OpMiV8WtDeOYEBvNW8","Our Velocity","Maximo Park","Our Earthly Pleasures","1","2","200386","spotify:user:rhahyrion","2016-03-06T13:11:18Z"
"spotify:track:7bzinfns7drLnzylnK6L9S","Animal","Miike Snow","Miike Snow","1","1","264266","spotify:user:rhahyrion","2016-03-06T13:14:01Z"
"spotify:track:4QRkCwqwHFaZ7xeoR9CHL6","Sovereign Light Café","Keane","Strangeland","1","5","218840","spotify:user:rhahyrion","2016-03-07T20:16:02Z"
"spotify:track:1s5WRcvHsggLpZQAt8PwYY","Bedshaped","Keane","Hopes and Fears (Deluxe Edition)","1","12","278000","spotify:user:rhahyrion","2016-03-07T20:16:12Z"
"spotify:track:3dkTbaMEfF8mqCNSSZKB5S","A Bad Dream","Keane","The Best Of Keane (Deluxe Edition)","1","11","302813","spotify:user:rhahyrion","2016-03-07T20:16:32Z"
"spotify:track:1khoSOxg6VHzvRlVkczrbl","Sticks 'n' Stones","Jamie T","Kings & Queens","1","3","240832","spotify:user:rhahyrion","2016-03-07T21:19:25Z"
"spotify:track:5M2j5k8uS08xE8HnGVgabR","I Took A Pill In Ibiza","Mike Posner","The Truth","1","1","281426","spotify:user:1156541371","2016-03-08T15:42:16Z"
"spotify:track:0DaM3PnFPbXsvahjbQWN3i","Icky Thump","The White Stripes","Icky Thump","1","1","255146","spotify:user:rhahyrion","2016-03-09T18:22:38Z"
"spotify:track:4ekIN5y0uDTczQEHWO2ZNZ","Speak Of The Devil","Sum 41","Underclass Hero","1","3","238693","spotify:user:1156541371","2016-03-10T17:57:10Z"
"spotify:track:3oP6Zjru6CNJn7thAYIvV1","No Sound But The Wind - Live At Rock Werchter 2010","Editors","No Sound But The Wind (Live at Rock Werchter 2010)","1","1","228653","spotify:user:1152025879","2016-03-10T22:52:32Z"
"spotify:track:1aKNbn5AsDWydycvr1gYBa","Bubbles","Biffy Clyro","Only Revolutions","1","3","301080","spotify:user:1156541371","2016-03-11T16:59:50Z"
"spotify:track:6lFUdRItQEsEuD7dSINL47","Follow You","Bring Me The Horizon","That's The Spirit","1","5","231106","spotify:user:rhahyrion","2016-03-13T15:34:54Z"
"spotify:track:7gvVwqa18kuimI1WFlClNl","Through The Dark","Alexi Murdoch","Towards The Sun","1","5","330053","spotify:user:1156541371","2016-03-13T19:51:18Z"
"spotify:track:5d0mXtUev2QCrfksQdd7Qr","Blue Mind","Alexi Murdoch","Four Songs","1","3","315813","spotify:user:1156541371","2016-03-13T20:02:07Z"
"spotify:track:3eqWhMow4fBmD22XuuNQTe","Teach Me How To Dance With You","Causes","Under Bridges That You Built For Me","1","3","204689","spotify:user:1156541371","2016-03-17T08:26:34Z"
"spotify:track:6dmBJubgtLmhZx12oNIU1p","All For Us","Causes","Under Bridges That You Built For Me","1","8","214280","spotify:user:1156541371","2016-03-17T08:27:14Z"
"spotify:track:5vdvIiHWaljPVkmq6AgWdr","The Letter","Xavier Rudd","Food In The Belly","1","2","252400","spotify:user:1156541371","2016-03-17T19:25:09Z"
"spotify:track:1Y6DGcTCuMAtw8KB3h4W3q","Around The World","Red Hot Chili Peppers","Californication","1","1","239213","spotify:user:1156541371","2016-03-18T19:05:22Z"
"spotify:track:31v2AQlx4pDI7kmnLxBkem","Mmm Mmm Mmm Mmm","Crash Test Dummies","God Shuffled His Feet","1","3","235173","spotify:user:1156541371","2016-03-18T20:54:28Z"
"spotify:track:5Szn0p3DlnawyuhX8ULCg4","Orange Sky","Alexi Murdoch","Four Songs","1","2","379520","spotify:user:1156541371","2016-03-18T23:17:07Z"
"spotify:track:3enNOrgPG8VH9WEMzr6yPC","All My Days","Alexi Murdoch","Time Without Consequence","1","1","297306","spotify:user:1156541371","2016-03-18T23:17:10Z"
"spotify:track:6ich2xMH5AR39V85miIAN8","I Don't Want to Be","Gavin DeGraw","Chariot - Stripped","1","8","217760","spotify:user:rhahyrion","2016-03-19T18:24:01Z"
"spotify:track:7E4A4C0GkJxBNTbH5GGK9m","Big Ideas","The Boxer Rebellion","Big Ideas","1","1","266906","spotify:user:1156541371","2016-03-23T14:45:32Z"
"spotify:track:276BiOUCz2cMLxAY8ERvEU","Wolves of Winter","Biffy Clyro","Wolves of Winter","1","1","248517","spotify:user:1156541371","2016-03-23T21:44:40Z"
"spotify:track:2eATEAci6RtRdGFa2aGfIB","Heroes or Ghosts","The Coronas","Heroes or Ghosts","1","4","273560","spotify:user:rhahyrion","2016-03-24T18:30:32Z"
"spotify:track:7e4RYvBYz3xD0Ph2xyS0Ox","Tony Was an Ex-Con","The Coronas","Tony Was an Ex-Con","1","7","191960","spotify:user:rhahyrion","2016-03-24T18:31:17Z"
"spotify:track:3enVc1xpsDn1eUZqY4fk3m","Here's Lookin At You, Kid","The Gaslight Anthem","The '59 Sound","1","11","216040","spotify:user:rhahyrion","2016-03-24T18:31:28Z"
"spotify:track:5sk0L86sDKD0wlRQfMawlx","Great Expectations","The Gaslight Anthem","The '59 Sound","1","1","185133","spotify:user:rhahyrion","2016-03-24T18:31:55Z"
"spotify:track:2FxnvkyxWLFXFANYWzcQhQ","Blue Jeans & White T-Shirts","The Gaslight Anthem","Señor and the Queen - EP","1","4","208253","spotify:user:rhahyrion","2016-03-24T18:32:15Z"
"spotify:track:6sAbdRWPf9lsSDbXVgmdwG","The '59 Sound","The Gaslight Anthem","The '59 Sound","1","2","189986","spotify:user:rhahyrion","2016-03-24T18:32:39Z"
"spotify:track:2Ia3X1Njykhg2OhfHxarmy","Standing Next To Me","The Last Shadow Puppets, Alex Turner, Miles Kane","The Age Of The Understatement","1","2","140413","spotify:user:rhahyrion","2016-03-25T12:20:22Z"
"spotify:track:7n3REqDfZBpkd0bEpGu2H3","Mr. Jones","Counting Crows","Films About Ghosts (The Best Of Counting Crows) [International Version]","1","7","272733","spotify:user:1156541371","2016-03-30T09:47:55Z"
"spotify:track:3awlW6flEG4juGnGCduWw9","So Lonely - Remastered 2003","The Police","Outlandos D'Amour (Remastered)","1","2","288250","spotify:user:1152025879","2016-03-30T20:15:21Z"
"spotify:track:3bN4tg6rnNPy9GCkGhym4T","Message In A Bottle - Remastered 2003","The Police","Reggatta De Blanc (Remastered)","1","1","290280","spotify:user:1152025879","2016-03-30T20:16:38Z"
"spotify:track:6pGJTJaExyKwwXBmcoyVlY","I Stand Alone","Godsmack","Good Times, Bad Times - Ten Years of Godsmack","1","8","243840","spotify:user:1156541371","2016-03-30T21:00:41Z"
"spotify:track:3Mhh7HxvgHgE3LzbMJQTNz","Aviation","The Last Shadow Puppets, Alex Turner, Miles Kane","Aviation","1","1","223915","spotify:user:1156541371","2016-04-01T20:28:46Z"
"spotify:track:4qjYhzPZTNJoWdX3EfEqiz","Shackled Up","Alex Vargas","Giving Up The Ghost","1","4","211083","spotify:user:1156541371","2016-04-01T20:36:51Z"
"spotify:track:4jLOzHbXqadQPXZK5mjNTq","Wear Your Demons Out","Alex Vargas","Giving Up The Ghost","1","3","275152","spotify:user:1156541371","2016-04-01T20:41:40Z"
"spotify:track:0ZBJdcjIu7VqfS4gv7wZWO","Giving Up The Ghost","Alex Vargas","Giving Up The Ghost","1","1","206422","spotify:user:1156541371","2016-04-01T23:23:27Z"
"spotify:track:5T8IX6Y1FwVXrOZVr5OHHt","Solid Ground","Alex Vargas","Giving Up The Ghost","1","2","237160","spotify:user:1156541371","2016-04-01T23:23:27Z"
"spotify:track:7exKSt73SKJjf3h3wM2A0P","Oh Love, How You Break Me Up","Alex Vargas","Giving Up The Ghost","1","5","188561","spotify:user:1156541371","2016-04-01T23:23:30Z"
"spotify:track:6J52zD8t0QSnY6Lu94jh5I","Ashes","Alex Vargas","Giving Up The Ghost","1","6","397113","spotify:user:1156541371","2016-04-01T23:23:30Z"
"spotify:track:68jDcAoxBfn7Tu9SUt38d9","Everything","Lifehouse","No Name Face (UK Only Version)","1","12","369800","spotify:user:1156541371","2016-04-03T21:33:28Z"
"spotify:track:7rojor07Wzc7w3zXOxex80","Halfway Gone","Lifehouse","Smoke & Mirrors (International Version)","1","4","195306","spotify:user:1156541371","2016-04-03T21:33:36Z"
"spotify:track:7wIpB9sM6KOXe9LDD0uw9D","Broken","Lifehouse","Who We Are","1","5","286480","spotify:user:1156541371","2016-04-03T21:34:20Z"
"spotify:track:2b77RWgPPdhuLbwbI9OPgn","The Joke","Lifehouse","Who We Are","1","6","236173","spotify:user:1156541371","2016-04-03T21:39:12Z"
"spotify:track:57lryE2CUH1OT2ztTejj4T","Breathe","Ryan Star","11:59","1","4","228466","spotify:user:1156541371","2016-04-04T12:30:56Z"
"spotify:track:0CYzjFjOouSvalYKhnqtvu","Do Or Die","Thirty Seconds To Mars","LOVE LUST FAITH + DREAMS","1","9","247813","spotify:user:rhahyrion","2016-04-07T18:48:02Z"
"spotify:track:6OkSbOk5ajxGAEtFM751C4","Up In The Air","Thirty Seconds To Mars","LOVE LUST FAITH + DREAMS","1","3","275786","spotify:user:rhahyrion","2016-04-07T18:48:12Z"
"spotify:track:1h1TliItGX1uxgCfeyylws","Vox Populi","Thirty Seconds To Mars","This Is War","1","8","342960","spotify:user:1156541371","2016-04-08T20:33:56Z"
"spotify:track:5AV48TOcjmyMDreAyYrKu9","Savior","Thirty Seconds To Mars","A Beautiful Lie","1","6","191426","spotify:user:1156541371","2016-04-08T20:34:18Z"
"spotify:track:4XDilnDpOHCeDiwuVnDP3s","A Modern Myth","Thirty Seconds To Mars","A Beautiful Lie","1","10","178971","spotify:user:1156541371","2016-04-08T20:34:25Z"
"spotify:track:0GrrLYCH8u81aENhC8FBF4","That's Not My Name","The Ting Tings","We Started Nothing","1","2","310573","spotify:user:1156541371","2016-04-10T10:26:04Z"
"spotify:track:6PgsPGnMuzw59euz31htCT","Wrong Club","The Ting Tings","Super Critical","1","4","257385","spotify:user:1156541371","2016-04-10T10:26:26Z"
"spotify:track:44T13PWJ87jb3lFElhVIHx","Growing Up (feat. Ed Sheeran)","Macklemore & Ryan Lewis, Ed Sheeran","This Unruly Mess I've Made","1","5","305240","spotify:user:1156541371","2016-04-14T19:37:09Z"
"spotify:track:1hHuyqVCZCbhYQixEkdQCo","Sing For Absolution","Muse","Absolution","1","4","294866","spotify:user:1156541371","2016-04-16T22:49:39Z"
"spotify:track:0m2Sibsr6rZLiMoUy8tCpd","The Dolphin's Cry","Live","The Distance To Here","1","1","264160","spotify:user:1152025879","2016-04-18T04:45:49Z"
"spotify:track:56LYsQITV7nEggGBVuu846","Wing$","Macklemore & Ryan Lewis","The Heist","1","11","299599","spotify:user:1156541371","2016-04-18T23:00:43Z"
"spotify:track:6liGqN48zCba8OPKVu9oDn","Light Tunnels (feat. Mike Slap)","Macklemore & Ryan Lewis, Mike Slap","This Unruly Mess I've Made","1","1","397706","spotify:user:1156541371","2016-04-18T23:01:02Z"
"spotify:track:6STcbGlJ78lTdPuVcwCJzh","There Will Be Time","Mumford & Sons, Baaba Maal","There Will Be Time","1","1","267946","spotify:user:1156541371","2016-04-22T18:26:02Z"
"spotify:track:3YAsRYkaS9jUoMpTmjs0oh","Salty Dog","Flogging Molly","Swagger","1","1","141426","spotify:user:1152025879","2016-04-24T00:25:02Z"
"spotify:track:1Cj2vqUwlJVG27gJrun92y","The Sound Of Silence","Disturbed","Immortalized","1","11","248466","spotify:user:rhahyrion","2016-04-27T12:05:19Z"
"spotify:track:58q4ZkagWkDV16Sehqx6AF","The Devil's Bleeding Crown","Volbeat","The Devil's Bleeding Crown","1","1","238653","spotify:user:1156541371","2016-04-29T15:29:34Z"
"spotify:track:0FI3V82Dbbci5nFUCRxMjy","We Could Be","The Hunna","We Could Be","1","1","193147","spotify:user:1156541371","2016-04-29T15:29:50Z"
"spotify:track:48psxWnIVYCPUZJKiuDiEf","The Man Who Sold The World","Nirvana","MTV Unplugged In New York","1","4","260946","spotify:user:1156541371","2016-04-29T15:30:00Z"
"spotify:track:1byIZa6CFerX5WXShwqAvf","Miracles","Coldplay","Unbroken (Original Motion Picture Soundtrack)","1","24","235342","spotify:user:1156541371","2016-04-29T15:30:21Z"
"spotify:track:3XNTAbKT3gEZijJG43ikfP","Keeps Me Going","Drive Like Maria","Keeps Me Going","1","1","244186","spotify:user:1156541371","2016-04-29T15:49:06Z"
"spotify:track:21cp8L9Pei4AgysZVihjSv","Child In Time","Deep Purple","Deepest Purple - The Very Best Of Deep Purple","1","5","619266","spotify:user:1152025879","2016-05-01T08:08:34Z"
"spotify:track:161pAZqmWXvCUWvNY5ZwyN","Exit Song","Sum 41","Screaming Bloody Murder","1","14","102066","spotify:user:1156541371","2016-05-03T23:11:31Z"
"spotify:track:5p2DPXY5RJJdO5nLxmOhTV","Walking Disaster","Sum 41","Underclass Hero","1","2","286373","spotify:user:1156541371","2016-05-04T03:57:36Z"
"spotify:track:3dAxzv7hkxipbuWJaOMzAl","Burn the Witch","Radiohead","Burn the Witch","1","1","220609","spotify:user:rhahyrion","2016-05-05T09:45:35Z"
"spotify:track:1cjiLJacTKtJbdCtMk1XeV","Dark Necessities","Red Hot Chili Peppers","Dark Necessities","1","1","302000","spotify:user:rhahyrion","2016-05-05T14:57:28Z"
"spotify:track:1XvxLuXs8pV4EM0DNpla2b","Magnetised","Tom Odell","Magnetised","1","1","237946","spotify:user:1152025879","2016-05-06T06:17:31Z"
"spotify:track:1C2QJNTmsTxCDBuIgai8QV","Resistance","Muse","The Resistance","1","2","346693","spotify:user:1152025879","2016-05-06T08:18:05Z"
"spotify:track:2v0fKNEQwzUuol9VImFuOu","Sgt. Pepper's Lonely Hearts Club Band - Remastered","The Beatles","Sgt. Pepper's Lonely Hearts Club Band (Remastered)","1","1","122893","spotify:user:1152025879","2016-05-06T08:45:44Z"
"spotify:track:5eApAEv1BI9iiReATkusoG","Majesty","Madrugada","Grit","1","9","263306","spotify:user:1156541371","2016-05-07T13:58:49Z"
