﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:7gozgbG5EBTukCFWToTRA5","I Still Haven't Found What I'm Looking For - Remastered 2007","U2","The Joshua Tree (Deluxe Edition Remastered)","1","2","277480","spotify:user:1156541371","2014-12-21T23:39:37Z"
"spotify:track:4kAJawkLZj4Q7N5521ofP6","With Or Without You - Remastered 2007","U2","The Joshua Tree (Deluxe Edition Remastered)","1","3","295520","spotify:user:1156541371","2014-12-21T23:39:41Z"
"spotify:track:0SKrzC1ADdM7qstKJSxW0o","Walk On","U2","All That You Can't Leave Behind (EU Version)","1","4","296240","spotify:user:1156541371","2014-12-21T23:39:52Z"
"spotify:track:0VuOTpCPGZDtirrAxsrdyG","Elevation","U2","All That You Can't Leave Behind (EU Version)","1","3","226626","spotify:user:1156541371","2014-12-21T23:39:56Z"
"spotify:track:4icxdcI1mNNFNDx0ChCRy7","Beautiful Day","U2","All That You Can't Leave Behind (EU Version)","1","1","248400","spotify:user:1156541371","2014-12-21T23:40:02Z"
"spotify:track:2FaUeSU8BnWS3oxObH2ecG","Stuck In A Moment You Can't Get Out Of","U2","All That You Can't Leave Behind (EU Version)","1","2","273466","spotify:user:1156541371","2014-12-21T23:40:12Z"
"spotify:track:2N4lcwkN1lRq5J5M4yJXln","In A Little While","U2","All That You Can't Leave Behind (EU Version)","1","6","220733","spotify:user:1156541371","2014-12-21T23:40:17Z"
"spotify:track:1jPLK82k5pTRVRtSxhyQT7","Kite","U2","All That You Can't Leave Behind (EU Version)","1","5","264333","spotify:user:1156541371","2014-12-21T23:40:20Z"
"spotify:track:7vDdTswXq16TgSherz1Ksh","Uitzicht","Bakermat","Uitzicht EP","1","1","308928","spotify:user:rhahyrion","2014-12-22T11:06:01Z"
"spotify:track:4VAkPXhI7xQ6FHlUuY3RzB","Wake Up","Arcade Fire","Funeral","1","7","335333","spotify:user:1156541371","2014-12-23T01:54:53Z"
"spotify:track:6QHGyXR0m3PDStlyHN8dYK","Stay Alive","José González","Stay Alive (From The Secret Life Of Walter Mitty)","1","1","266906","spotify:user:1156541371","2014-12-23T02:02:08Z"
"spotify:track:3jQyadhLTxpxadQlkFh2b8","Heartbeats","José González","Veneer","1","4","160240","spotify:user:1156541371","2014-12-23T02:03:06Z"
"spotify:track:5tag2auodYnO3vBlFgGt42","Step Out","José González","The Secret Life Of Walter Mitty (Music From And Inspired By The Motion Picture)","1","1","241573","spotify:user:1156541371","2014-12-23T12:35:39Z"
"spotify:track:6hqt1z34Oz0OZtSfy62OFD","The Hell Song","Sum 41","Does This Look Infected? (European Union Version)","1","1","198493","spotify:user:1156541371","2014-12-23T18:24:53Z"
"spotify:track:3XC7Jd6SfrQYKZJ6inyRHK","The House Of The Rising Sun","The Animals","Most Of The Animals","1","1","269906","spotify:user:1152025879","2014-12-25T00:21:05Z"
"spotify:track:2AxCeJ6PSsBYiTckM0HLY7","Voodoo Child (Slight Return)","Jimi Hendrix","Electric Ladyland","1","16","313373","spotify:user:1152025879","2015-01-01T00:03:34Z"
"spotify:track:0WoIPoVMHDjJwTYY5Yyufu","Victor And His Demons","Fiddler's Green","Wall Of Folk","1","5","205920","spotify:user:1152025879","2015-01-04T14:22:54Z"
"spotify:track:35G80ilx4muxU2LDnUy3NN","The Night Pat Murphy Died","Fiddler's Green","Drive Me Mad!","1","3","216306","spotify:user:1152025879","2015-01-04T14:23:40Z"
"spotify:track:3Qyx8ahb9TIl5dP2bGYLeo","A Bottle a Day","Fiddler's Green","Winners & Boozers","1","2","172386","spotify:user:1152025879","2015-01-04T14:24:48Z"
"spotify:track:4DMKwE2E2iYDKY01C335Uw","Carry on Wayward Son","Kansas","Leftoverture","1","1","323000","spotify:user:1152025879","2015-01-04T14:44:35Z"
"spotify:track:1hwJKpe0BPUsq6UUrwBWTw","Boulevard of Broken Dreams","Green Day","Boulevard Of Broken Dreams","1","1","261266","spotify:user:rhahyrion","2015-01-04T17:55:17Z"
"spotify:track:4pU7ed71DOZozQrBQzqkdw","With A Little Help From My Friends","Joe Cocker","With A Little Help From My Friends","1","9","314200","spotify:user:rhahyrion","2015-01-05T19:11:31Z"
"spotify:track:1RKUoGiLEbcXN4GY4spQDx","Clint Eastwood","Gorillaz","Gorillaz","1","5","340920","spotify:user:1156541371","2015-01-07T17:15:01Z"
"spotify:track:0q6LuUqGLUiCPP1cbdwFs3","On Melancholy Hill","Gorillaz","Plastic Beach","1","10","233866","spotify:user:1156541371","2015-01-07T17:15:03Z"
"spotify:track:2nBJkaHBZkWtN98CNRf4yO","Wrong Side of Heaven","Five Finger Death Punch","The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 1 (Deluxe)","1","4","271000","spotify:user:1156541371","2015-01-07T17:43:41Z"
"spotify:track:72wlKHX7TBSltHcTtcv5Gx","Remember Everything","Five Finger Death Punch","American Capitalist","1","8","278813","spotify:user:1156541371","2015-01-07T17:49:17Z"
"spotify:track:1O8d2pWtBclzuY3FctBPVa","Closer","Kings of Leon","Only By The Night","1","1","237480","spotify:user:1156541371","2015-01-08T02:30:14Z"
"spotify:track:1WqjYWH4BbGRLoVxQU3XS1","Hold Back The River","James Bay","Hold Back The River","1","1","239520","spotify:user:1156541371","2015-01-10T13:49:34Z"
"spotify:track:305WCRhhS10XUcH6AEwZk6","Are You Gonna Be My Girl","Jet","Get Born","1","2","213800","spotify:user:rhahyrion","2015-01-10T16:45:14Z"
"spotify:track:5r35Zd5Onw3aV3Gm9XdgtI","Come As You Are","Nirvana","Nirvana (International Version)","1","6","219026","spotify:user:rhahyrion","2015-01-13T17:18:34Z"
"spotify:track:2m2dgHoAEZUkmxamsOwyQg","Just Breathe","Pearl Jam","Backspacer","1","5","215500","spotify:user:rhahyrion","2015-01-13T17:18:49Z"
"spotify:track:1L94M3KIu7QluZe63g64rv","Alive","Pearl Jam","Ten","1","3","340907","spotify:user:rhahyrion","2015-01-13T17:19:02Z"
"spotify:track:6he9LUMlUNN2e27VNXHo0x","All Things All At Once","Tired Pony","All Things All At Once","1","1","220960","spotify:user:rhahyrion","2015-01-13T17:22:02Z"
"spotify:track:74uGhWp4BYpjFj1V2DzgoO","Pink","Aerosmith","Nine Lives","1","11","235360","spotify:user:1152025879","2015-01-16T16:37:55Z"
"spotify:track:5MxNLUsfh7uzROypsoO5qe","Dream On","Aerosmith","Aerosmith","1","3","266960","spotify:user:1152025879","2015-01-16T16:49:20Z"
"spotify:track:3Yls95V4qCzVfR20gr8cOW","Cryin'","Aerosmith","Get A Grip (Reissue - Remaster)","1","9","308333","spotify:user:1152025879","2015-01-16T16:51:18Z"
"spotify:track:3m6KkYKdnbffMpGd9Pm9FP","Seven Nation Army","The White Stripes","Elephant","1","1","231920","spotify:user:1152025879","2015-01-16T23:40:51Z"
"spotify:track:3jnQcyntqZ5Btpal1Msikp","Jesus He Knows Me - 2007 Digital Remaster","Genesis","We Can't Dance","1","2","256519","spotify:user:1152025879","2015-01-16T23:45:13Z"
"spotify:track:74EV0g12ihUoOUXMprFpZB","Losing My Religion","R.E.M.","Out Of Time (U.S. Version)","1","2","267733","spotify:user:1152025879","2015-01-16T23:47:28Z"
"spotify:track:4YaWRqpUuzAgT2mxu1NHzW","Broad Daylight","Gabriel Rios","Ghostboy","1","7","189400","spotify:user:1152025879","2015-01-17T00:24:37Z"
"spotify:track:17xwZkgLfOgdTydy3IQdes","Ghostboy","Gabriel Rios","Ghostboy","1","10","194986","spotify:user:1152025879","2015-01-17T00:25:53Z"
"spotify:track:6HksxcBzMVdT17aq1Q79Xe","My Friends","Red Hot Chili Peppers","One Hot Minute (Deluxe Version)","1","4","248640","spotify:user:1152025879","2015-01-17T00:34:58Z"
"spotify:track:1ndGB6rvxKYN9seCYO1dTF","The Zephyr Song","Red Hot Chili Peppers","By The Way (Deluxe Version)","1","6","231933","spotify:user:1152025879","2015-01-17T00:35:35Z"
"spotify:track:0tGkxA0oybkQ3iR6LLXPjZ","Purple Stain","Red Hot Chili Peppers","Californication (Deluxe Version)","1","13","253373","spotify:user:1152025879","2015-01-17T00:36:32Z"
"spotify:track:3QJnjJH53Ocg22MaLutrgJ","Easily","Red Hot Chili Peppers","Californication (Deluxe Version)","1","7","231333","spotify:user:1152025879","2015-01-17T00:36:52Z"
"spotify:track:1dZMEjZmVBiY52miIEc6r4","Belle Helene","Doe Maar","Doe Maar De Singles","1","17","166945","spotify:user:1152025879","2015-01-17T00:40:50Z"
"spotify:track:2b9lp5A6CqSzwOrBfAFhof","Crazy Train - Remastered","Ozzy Osbourne","Blizzard of Ozz (Expanded Edition)","1","2","296200","spotify:user:1152025879","2015-01-18T14:37:46Z"
"spotify:track:0mJiG2jjcF9nQ7FYWnFtBa","Miss Alissa","Eagles Of Death Metal","Peace Love Death Metal","1","15","158600","spotify:user:rhahyrion","2015-01-19T20:00:35Z"
"spotify:track:3ZClafX6fRAkQjo8Pldq37","Wannabe In L.A","Eagles Of Death Metal","Heart On","1","2","135853","spotify:user:rhahyrion","2015-01-19T20:00:42Z"
"spotify:track:756CJtQRFSxEx9jV4P9hpA","I Believe In A Thing Called Love","The Darkness","Permission To Land","1","4","217653","spotify:user:1156541371","2015-01-20T11:46:01Z"
"spotify:track:0EFEkt29P7Icr7dO4vN6yk","Walk on the Wild Side","Lou Reed","Transformer","1","5","253960","spotify:user:1152025879","2015-01-21T11:28:31Z"
"spotify:track:1DzQvaFztN7CnbqcXOO5k0","Come and Get Your Love - Re-Recorded","Redbone","Classic Soft Rock","1","11","176591","spotify:user:1152025879","2015-01-22T09:27:55Z"
"spotify:track:74JdR9aXE6I74oS1BVRsvb","O-o-h Child - Remastered","The Five Stairsteps","The First Family of Soul: The Best of The Five Stairsteps","1","17","197160","spotify:user:1152025879","2015-01-22T09:28:31Z"
"spotify:track:6Ac4NVYYl2U73QiTt11ZKd","Hooked on a Feeling","Blue Swede, Björn Skifs","Hooked On A Feeling","1","1","172866","spotify:user:1156541371","2015-01-22T14:25:14Z"
"spotify:track:1qeSQf5VHXg27rbLKG8h5m","Supergeil","Der Tourist, Friedrich Liechtenstein","Supergeil","1","1","244546","spotify:user:1156541371","2015-01-23T08:31:14Z"
"spotify:track:7GJClzimvMSghjcrKxuf1M","Budapest","George Ezra","Wanted On Voyage","1","2","200720","spotify:user:1152025879","2015-01-24T11:30:59Z"
"spotify:track:1XZa6MDzWqCTeNATvtxzZY","Hey Ya!","OutKast","Ultimate Workout","1","33","228004","spotify:user:1152025879","2015-01-24T11:58:36Z"
"spotify:track:5tXeQjDShUMNSelZirUOEu","The Bad Touch","Bloodhound Gang","Hooray For Boobies (Explicit Version)","1","10","260506","spotify:user:1152025879","2015-01-24T11:59:12Z"
"spotify:track:0dDsidf8CCHF9WAUhxuXy4","Foxtrot Uniform Charlie Kilo","Bloodhound Gang","Hefty Fine (Explicit Version)","1","3","171973","spotify:user:1152025879","2015-01-24T11:59:14Z"
"spotify:track:6EdUE6TbcVzxfDnBZPTAg5","Fire Water Burn","Bloodhound Gang","One Fierce Beer Coaster","1","3","291800","spotify:user:1152025879","2015-01-24T11:59:16Z"
"spotify:track:1pTlsPFOF7TxJbmJYUb2Ct","Altogether Ooky","Bloodhound Gang","Show Us Your Hits (International Version)","1","1","251680","spotify:user:1152025879","2015-01-24T12:00:02Z"
"spotify:track:7maFxF80FPInMuNWljAKDL","Kiss Me Where It Smells Funny","Bloodhound Gang","Show Us Your Hits (International Version)","1","8","184906","spotify:user:1152025879","2015-01-24T12:00:30Z"
"spotify:track:7n1He9UxmysYCwXIYrfNp5","The Ballad Of Chasey Lain","Bloodhound Gang","Show Us Your Hits (International Version)","1","9","142000","spotify:user:1152025879","2015-01-24T12:00:49Z"
"spotify:track:3TSjcmvQ7gKHXZHfzxhz0h","Three Point One Four","Bloodhound Gang","Show Us Your Hits (International Version)","1","11","235226","spotify:user:1152025879","2015-01-24T12:01:56Z"
"spotify:track:4KystUvAflakYg3Zj8N6b4","Uhn Tiss Uhn Tiss Uhn Tiss","Bloodhound Gang","Show Us Your Hits (International Version)","1","13","260213","spotify:user:1152025879","2015-01-24T12:02:50Z"
"spotify:track:2NL4BBBSgypHnxUKmQdYcT","(Don't Fear) The Reaper","Blue Öyster Cult","The Essential Blue Öyster Cult","1","5","308640","spotify:user:1152025879","2015-01-25T21:48:59Z"
"spotify:track:0KbB1n7pH6QvROWeUFmJBP","I Found Out","The Pigeon Detectives","Wait For Me","1","2","123266","spotify:user:1152025879","2015-01-25T21:51:43Z"
"spotify:track:0aYtSv6QSYYbH7Jb550xwz","Caught In Your Trap","The Pigeon Detectives","Wait For Me","1","4","121520","spotify:user:1152025879","2015-01-25T21:52:07Z"
"spotify:track:1I62Ut7pL6XItJgxfrcPjT","I'm Not Sorry","The Pigeon Detectives","Wait For Me","1","6","220333","spotify:user:1152025879","2015-01-25T21:52:20Z"
"spotify:track:6xe6SJy0THjJVHkgmBfMa9","Take Her Back","The Pigeon Detectives","Wait For Me","1","10","195346","spotify:user:1152025879","2015-01-25T21:52:38Z"
"spotify:track:0W0BDGgVnwWwMEaWwEZntk","The Seed (2.0)","The Roots, Cody Chesnutt","Phrenology","1","8","267933","spotify:user:rhahyrion","2015-01-26T19:23:35Z"
"spotify:track:7dyluIqv7QYVTXXZiMWPHW","Numb / Encore","JAY Z, Linkin Park","Collision Course (Deluxe Version)","1","4","205280","spotify:user:1156541371","2015-01-28T19:42:58Z"
"spotify:track:5z7KHjcKmMcfeUo3d4WKGp","Bad Blood","Bastille","Bad Blood (The Extended Cut)","1","3","212613","spotify:user:rhahyrion","2015-01-30T18:28:20Z"
"spotify:track:7Fw5i56my24ZBnGS7hFX2n","Pompeii","Bastille","Pompeii","1","1","214147","spotify:user:rhahyrion","2015-01-30T18:28:20Z"
"spotify:track:5c5a2Ptu8eyIpljhQHjIqk","Ain't No Rest for the Wicked - Original Version","Cage The Elephant","Cage The Elephant","1","3","175493","spotify:user:rhahyrion","2015-01-30T18:29:06Z"
"spotify:track:0dqZL08OJgdqjGPMiX5ax1","Nasty","The Prodigy","Nasty","1","1","243440","spotify:user:rhahyrion","2015-02-03T18:09:16Z"
"spotify:track:2yGO2lMdsKcE9bb3jGnNGM","Old White Lincoln","The Gaslight Anthem","The '59 Sound","1","3","203373","spotify:user:1156541371","2015-02-06T18:43:31Z"
"spotify:track:6m2L3KjTbspuGw4r51HUSf","AKA…What A Life","Noel Gallagher's High Flying Birds","Noel Gallagher's High Flying Birds","1","6","264466","spotify:user:rhahyrion","2015-02-06T16:54:03Z"
"spotify:track:2l5aAQlOnGZDKZZ4Op3L4D","Ballad Of The Mighty I","Noel Gallagher's High Flying Birds","Ballad Of The Mighty I","1","1","315093","spotify:user:rhahyrion","2015-02-06T16:54:18Z"
"spotify:track:5kiYaQaYacPeuJTYceHqvm","Absolution Calling","Incubus","Absolution Calling","1","1","277533","spotify:user:rhahyrion","2015-02-09T17:21:59Z"
"spotify:track:5vfjUAhefN7IjHbTvVCT4Z","Holiday - Faded Ending","Green Day","Holiday","1","1","233026","spotify:user:rhahyrion","2015-02-10T19:04:47Z"
"spotify:track:68uHFJbMFtWM4neFQ5IreQ","First","Cold War Kids","First","1","1","200946","spotify:user:1156541371","2015-02-12T00:52:55Z"
"spotify:track:0I3q5fE6wg7LIfHGngUTnV","Ms. Jackson","OutKast","Stankonia","1","5","270506","spotify:user:rhahyrion","2015-02-12T18:07:05Z"
"spotify:track:4ImIJRZNJhNQLLdUFSYJoS","Down With The Sickness","Disturbed","The Sickness 10th Anniversary Edition","1","4","278706","spotify:user:1152025879","2015-02-24T06:28:10Z"
"spotify:track:4VGUcTzWj0ebZ0UgI9irJL","Stricken","Disturbed","Ten Thousand Fists","1","5","245109","spotify:user:1152025879","2015-02-24T06:28:42Z"
"spotify:track:7edcGJmrKfDKEL3nSJtPWA","My Doorbell","The White Stripes","Get Behind Me Satan","1","3","241840","spotify:user:1152025879","2015-02-24T06:29:15Z"
"spotify:track:7jM1MQD1KTuqiSOknT1p0O","Teddy Picker","Arctic Monkeys","Favourite Worst Nightmare","1","2","165146","spotify:user:1152025879","2015-02-24T06:29:33Z"
"spotify:track:5vefQfYc9Oxn8VHfgUCi1q","Fake Tales Of San Francisco","Arctic Monkeys","Whatever People Say I Am, That's What I'm Not","1","3","177946","spotify:user:1152025879","2015-02-24T06:30:11Z"
"spotify:track:7tsbaBwGi7ZbMzU70yaSPZ","Ulysses","Franz Ferdinand","Ulysses","1","1","193573","spotify:user:1152025879","2015-02-24T06:31:21Z"
"spotify:track:1HcYhFRFQVSu8CGc0dl9to","Michael","Franz Ferdinand","Michael","1","1","204080","spotify:user:1152025879","2015-02-24T06:31:36Z"
"spotify:track:7f9pfJC8kDwO6mONchIqwx","Bricks And Mortar","Editors","In This Light And On This Evening","1","2","382893","spotify:user:1152025879","2015-02-24T06:31:44Z"
"spotify:track:5aVcUS7R2kCWDRjHvvIDfZ","Blood","Editors","The Back Room","1","3","209400","spotify:user:1152025879","2015-02-24T06:32:17Z"
"spotify:track:5cCbwkB3iRADGsfCsZHCFy","All Sparks","Editors","The Back Room","1","5","213906","spotify:user:1152025879","2015-02-24T06:32:23Z"
"spotify:track:0aocWEssm6YCZGGSzpp7Uh","Bullets","Editors","The Back Room","1","8","189493","spotify:user:1152025879","2015-02-24T06:32:38Z"
"spotify:track:33xQ2qUVyHlhNLZ9yN65na","Push Your Head Towards The Air","Editors","Alternative Love","2","3","344080","spotify:user:1152025879","2015-02-24T06:33:00Z"
"spotify:track:421g9amcUikSqmfuG8EwON","Cousins","Vampire Weekend","Contra","1","7","145266","spotify:user:1152025879","2015-02-24T06:33:22Z"
"spotify:track:4vhatZP0UWNYni06x3sn4Y","V.A.L.I.S.","Bloc Party","Four","1","8","200320","spotify:user:1152025879","2015-02-24T06:33:55Z"
"spotify:track:57BrRMwf9LrcmuOsyGilwr","Crawling","Linkin Park","Hybrid Theory (Bonus Track Version)","1","5","210773","spotify:user:1152025879","2015-02-24T06:34:18Z"
"spotify:track:2cLvzkxxLYg4JqFwBsXvgb","Always","blink-182","Greatest Hits [International Version (Explicit)]","1","15","257509","spotify:user:1152025879","2015-02-24T06:35:04Z"
"spotify:track:0Ir0Esfpcg0EB6Kq8VbbAh","I Won't Back Down","Tom Petty","Full Moon Fever","1","2","175733","spotify:user:rhahyrion","2015-02-25T20:32:17Z"
"spotify:track:33iQW2OneB0oNh2NfrAzqW","Blitzkrieg Bop - 2001 Remastered Version","Ramones","Ramones (Expanded)","1","1","133440","spotify:user:rhahyrion","2015-02-25T20:32:23Z"
"spotify:track:3v8PlUFGQQDBIk1J86waCo","Should I Stay or Should I Go - Remastered","The Clash","Hits Back","1","23","188240","spotify:user:rhahyrion","2015-02-25T20:32:59Z"
"spotify:track:5jzma6gCzYtKB1DbEwFZKH","London Calling - Remastered","The Clash","London Calling","1","1","200480","spotify:user:rhahyrion","2015-02-25T20:33:24Z"
"spotify:track:1zCtzRratZnh6aKQLguPxm","Cut Me Some Slack","Paul McCartney, Dave Grohl, Krist Novoselic, Pat Smear","Sound City - Real to Reel","1","9","278053","spotify:user:rhahyrion","2015-02-25T20:35:01Z"
"spotify:track:3iN5048zS7kwyCGeNinf3A","You Can't Teach An Old Dog New Tricks","Seasick Steve","You Can´t Teach An Old Dog New Tricks","1","2","214053","spotify:user:rhahyrion","2015-02-25T20:36:01Z"
"spotify:track:2aoo2jlRnM3A0NyLQqMN2f","All Along the Watchtower","Jimi Hendrix","Electric Ladyland","1","15","240800","spotify:user:1156541371","2015-02-26T10:31:46Z"
"spotify:track:0K0qjhBnNctS7T1YWBDbjd","House on Fire","Ed Struijlaart","Closer Than Skin","1","7","176530","spotify:user:1156541371","2015-02-26T11:10:56Z"
"spotify:track:4V05j7HDUU2bZQwDOeIySh","Last Resort","Papa Roach","To Be Loved: The Best Of Papa Roach (Explicit Version)","1","2","200480","spotify:user:rhahyrion","2015-03-02T18:21:48Z"
"spotify:track:1Jmqubf9kGkWeYQXQKImL5","People Are Strange","The Doors","Strange Days","1","7","130173","spotify:user:1152025879","2015-03-03T08:55:00Z"
"spotify:track:4yrloqLBKS7Pi3z7g2HDga","Somebody to Love","Jefferson Airplane","Best Of","1","1","178146","spotify:user:1152025879","2015-03-03T08:57:57Z"
"spotify:track:6RJK553YhstRzyKA4mug09","The Letter","The Box Tops","The Letter/Neon Rainbow","1","1","112800","spotify:user:1152025879","2015-03-03T09:01:46Z"
"spotify:track:6NwbeybX6TDtXlpXvnUOZC","Master Of Puppets","Metallica","Master Of Puppets","1","2","516293","spotify:user:1152025879","2015-03-03T09:02:19Z"
"spotify:track:2439UmlGFWg5C0CAreyr9L","Someday","Eric Clapton, Mark Knopfler","Eric Clapton & Friends: The Breeze - An Appreciation Of JJ Cale","1","3","228146","spotify:user:rhahyrion","2015-03-03T19:33:22Z"
"spotify:track:5zX6E4brIhshX7MPWQiiO5","They Call Me The Breeze","Eric Clapton","Eric Clapton & Friends: The Breeze - An Appreciation Of JJ Cale","1","1","186534","spotify:user:rhahyrion","2015-03-03T19:33:36Z"
"spotify:track:6YEOmCsXSk9ZPE0FkcCiuQ","Layla - Unplugged Version","Eric Clapton","Clapton Chronicles: The Best Of Eric Clapton","1","5","260440","spotify:user:rhahyrion","2015-03-03T19:34:21Z"
"spotify:track:7oXRMDUzBPekkLRTJhSGvC","I Sat By The Ocean","Queens of the Stone Age","...Like Clockwork","1","2","235586","spotify:user:rhahyrion","2015-03-03T19:37:39Z"
"spotify:track:2LWr0TXOjIuv3B7zO4kHVD","Hard Sun","Eddie Vedder","Music For The Motion Picture Into The Wild","1","7","321760","spotify:user:rhahyrion","2015-03-03T19:40:40Z"
"spotify:track:7v9Ne4758aGFfFc5avh89h","Let's Dance To Joy Division","The Wombats","Proudly Present....A Guide To Love, Loss & Desperation","1","8","191293","spotify:user:rhahyrion","2015-03-03T19:40:51Z"
"spotify:track:0iUano4euaiUETVUd1u0cx","Nobody Move, Nobody Get Hurt","We Are Scientists","With Love And Squalor","1","1","192311","spotify:user:rhahyrion","2015-03-03T19:41:14Z"
"spotify:track:2AgiH9n8cXo0csSkEhByKe","After Hours","We Are Scientists","Brain Thrust Mastery","1","3","232040","spotify:user:rhahyrion","2015-03-03T19:41:24Z"
"spotify:track:7aB9V1AfdHhdONxii7njJ9","Books From Boxes","Maximo Park","Our Earthly Pleasures","1","3","208653","spotify:user:rhahyrion","2015-03-03T19:41:49Z"
"spotify:track:64cUfm02HStJ0T1y9mc10o","Girls Who Play Guitar","Maximo Park","Our Earthly Pleasures","1","1","192093","spotify:user:rhahyrion","2015-03-03T19:42:01Z"
"spotify:track:5qE73YiMazBlI4r7PuervC","Numb","Gary Clark Jr.","Blak And Blu","1","8","326386","spotify:user:rhahyrion","2015-03-03T19:50:21Z"
"spotify:track:1uZOev7V8UkfhCKuMDnAdy","Burnin' for You","Blue Öyster Cult","The Essential Blue Öyster Cult","1","11","271066","spotify:user:1156541371","2015-03-05T07:40:10Z"
"spotify:track:0VLdJcQUsqHBBwqPp4CIKJ","Aeroplane","Red Hot Chili Peppers","One Hot Minute (Deluxe Version)","1","2","285066","spotify:user:1152025879","2015-03-05T13:57:56Z"
"spotify:track:4pldO6ZS749Piqi4GISql8","With Arms Wide Open - New Version With Strings","Creed","Human Clay","1","12","235266","spotify:user:rhahyrion","2015-03-06T17:50:11Z"
"spotify:track:623FjLu3438Wk5urTsN4sS","One Last Breath","Creed","Weathered","1","5","238240","spotify:user:rhahyrion","2015-03-06T17:50:33Z"
"spotify:track:2L0PQeeVskP1QXe9ls4ejQ","Layla","Derek & The Dominos, Duane Allman","An Anthology: Duane Allman","2","5","426086","spotify:user:1156541371","2015-03-07T10:01:57Z"
"spotify:track:5T8EDUDqKcs6OSOwEsfqG7","Don't Stop Me Now - Remastered","Queen","Jazz (2011 Remaster)","1","12","209413","spotify:user:1156541371","2015-03-07T11:35:59Z"
"spotify:track:1AhDOtG9vPSOmsWgNW0BEY","Bohemian Rhapsody - Remastered 2011","Queen","A Night At The Opera (2011 Remaster)","1","11","354320","spotify:user:1156541371","2015-03-07T11:36:05Z"
"spotify:track:2fuCquhmrzHpu5xcA1ci9x","Under Pressure - Remastered 2011","Queen, David Bowie","Hot Space (2011 Remaster)","1","11","248440","spotify:user:1156541371","2015-03-07T11:36:14Z"
"spotify:track:7lNxDmqhKTOAlFBPCmkvLc","My Sacrifice","Creed","Weathered","1","6","294600","spotify:user:1156541371","2015-03-08T14:39:13Z"
"spotify:track:3KkNZ6PDsu7dGQtAyqExOl","My Own Prison","Creed","My Own Prison","1","3","298800","spotify:user:1156541371","2015-03-09T11:55:28Z"
"spotify:track:6JH1Ie7NsY93EZnKXhsQ3o","One","Creed","My Own Prison","1","10","302533","spotify:user:1156541371","2015-03-09T11:55:34Z"
"spotify:track:4dmH0hGfuz06QlNiWu9vC9","Believe","Mumford & Sons","Believe","1","1","220866","spotify:user:1156541371","2015-03-09T21:05:40Z"
"spotify:track:0u35Dpz37TY2M2j20RUdMf","Politik","Coldplay","A Rush Of Blood To The Head","1","1","318626","spotify:user:1156541371","2015-03-10T08:07:39Z"
"spotify:track:3AJwUDP919kvQ9QcozQPxg","Yellow","Coldplay","Parachutes","1","5","266773","spotify:user:1156541371","2015-03-10T08:07:48Z"
"spotify:track:3WLfwlGFy5f2A4O1daqeq8","Psycho","Muse","Psycho","1","1","316717","spotify:user:1152025879","2015-03-14T07:52:23Z"
"spotify:track:4YJ4OA6TGtSSujark8pU8J","Backroads","Lonely The Brave","The Day's War","1","3","246293","spotify:user:1156541371","2015-03-16T11:10:40Z"
"spotify:track:7cfr3F2jpzjwqL6ZhGfjtH","Hollow Moon (Bad Wolf)","AWOLNATION","Run","1","3","258860","spotify:user:1156541371","2015-03-17T16:52:53Z"
"spotify:track:57UIoWO4bNtnrTRXHvHfbL","Jailbreak","AWOLNATION","Run","1","4","281114","spotify:user:1156541371","2015-03-17T16:52:58Z"
"spotify:track:31CgjKFR1pzFO5Im365rXB","I Am","AWOLNATION","Run","1","6","274322","spotify:user:1156541371","2015-03-17T16:53:03Z"
"spotify:track:7oaBv3Bx1ySw1QOY0yUxzQ","Woman Woman","AWOLNATION","Run","1","11","217995","spotify:user:1156541371","2015-03-17T16:53:09Z"
"spotify:track:4iFGlvOBa0dceomYmK4QJG","Lie Love Live Love","AWOLNATION","Run","1","12","281081","spotify:user:1156541371","2015-03-17T16:53:19Z"
"spotify:track:3gxKZFiZFRRIoM87tP2BC3","KOOKSEVERYWHERE!!!","AWOLNATION","Run","1","5","247228","spotify:user:1156541371","2015-03-17T17:07:49Z"
"spotify:track:2miAut6dp9BWdGmOxwSGEC","Sweet Dreams (Are Made Of This)","Marilyn Manson","Smells Like Children","1","6","293293","spotify:user:1156541371","2015-03-20T20:52:09Z"
"spotify:track:5MMnwYs0hIxkENRsbkWJ2G","Smoke On the Water","Deep Purple","Machine Head (Remastered)","1","5","340742","spotify:user:1156541371","2015-03-21T19:06:42Z"
"spotify:track:40bH4IjgbKDz0OFcjr028i","Break Stuff","Limp Bizkit","Greatest Hitz","1","4","166653","spotify:user:1156541371","2015-03-22T00:26:47Z"
"spotify:track:0EQQEZBY1cCzZ5dJNuPA9u","2 Heads","Coleman Hell","2 Heads","1","1","213858","spotify:user:1156541371","2015-03-23T17:01:03Z"
"spotify:track:2YPtnjr1HkMyIEyIWC30O5","Bumaye","Typhoon & New Cool Collective","Chocolade","1","1","248666","spotify:user:rhahyrion","2015-03-24T19:16:00Z"
"spotify:track:1INksmStBpxdNlBzwGUvsg","Out Of The Black","Royal Blood","Royal Blood","1","1","240572","spotify:user:rhahyrion","2015-03-24T20:37:26Z"
